"rideable_type","member_casual","minutes_by_group","day_of_week","month","hour_of_day"
"electric_bike","member","10 to 30 min.","Sunday","June",19
"classic_bike","member","10 to 30 min.","Tuesday","May",19
"classic_bike","casual","10 to 30 min.","Saturday","April",21
"classic_bike","member","10 to 30 min.","Wednesday","August",15
"classic_bike","member","10 to 30 min.","Saturday","June",9
"electric_bike","member","10 to 30 min.","Monday","November",16
"electric_bike","member","10 to 30 min.","Saturday","September",15
"classic_bike","member","up to 10 min.","Saturday","May",14
"electric_bike","member","up to 10 min.","Saturday","March",11
"electric_bike","member","10 to 30 min.","Thursday","January",16
"classic_bike","member","10 to 30 min.","Tuesday","October",14
"electric_bike","casual","10 to 30 min.","Friday","November",7
"electric_bike","member","up to 10 min.","Thursday","January",15
"electric_bike","casual","up to 10 min.","Thursday","November",8
"classic_bike","member","up to 10 min.","Tuesday","July",19
"classic_bike","casual","over 60 min.","Wednesday","June",19
"classic_bike","casual","up to 10 min.","Monday","October",22
"classic_bike","member","10 to 30 min.","Friday","July",16
"classic_bike","member","10 to 30 min.","Sunday","February",15
"electric_bike","casual","up to 10 min.","Sunday","May",16
"electric_bike","casual","10 to 30 min.","Friday","July",16
"electric_bike","member","10 to 30 min.","Friday","August",9
"classic_bike","member","up to 10 min.","Sunday","April",15
"classic_bike","member","30 to 60 min.","Sunday","July",15
"electric_bike","member","up to 10 min.","Friday","October",16
"electric_bike","member","up to 10 min.","Tuesday","July",12
"electric_bike","casual","10 to 30 min.","Monday","September",19
"classic_bike","casual","over 60 min.","Tuesday","May",11
"classic_bike","casual","30 to 60 min.","Wednesday","June",13
"electric_bike","member","up to 10 min.","Thursday","March",9
"classic_bike","casual","30 to 60 min.","Friday","July",15
"classic_bike","member","up to 10 min.","Tuesday","June",19
"electric_bike","member","up to 10 min.","Friday","December",13
"classic_bike","casual","10 to 30 min.","Friday","October",17
"electric_bike","member","up to 10 min.","Monday","July",19
"electric_scooter","casual","up to 10 min.","Sunday","September",21
"electric_bike","member","10 to 30 min.","Tuesday","April",13
"classic_bike","member","10 to 30 min.","Thursday","May",15
"classic_bike","casual","up to 10 min.","Sunday","July",13
"classic_bike","member","up to 10 min.","Wednesday","June",8
"classic_bike","casual","10 to 30 min.","Saturday","May",13
"electric_bike","member","up to 10 min.","Tuesday","April",15
"classic_bike","member","up to 10 min.","Monday","September",4
"electric_bike","member","10 to 30 min.","Tuesday","August",12
"classic_bike","casual","10 to 30 min.","Monday","June",12
"classic_bike","casual","up to 10 min.","Sunday","September",8
"classic_bike","member","up to 10 min.","Monday","September",18
"classic_bike","member","up to 10 min.","Sunday","February",14
"classic_bike","casual","10 to 30 min.","Tuesday","April",16
"electric_bike","casual","up to 10 min.","Wednesday","October",16
"classic_bike","casual","10 to 30 min.","Saturday","March",15
"electric_bike","member","up to 10 min.","Friday","August",15
"electric_bike","casual","up to 10 min.","Tuesday","June",23
"electric_bike","member","up to 10 min.","Thursday","May",14
"electric_bike","member","10 to 30 min.","Sunday","September",11
"electric_bike","casual","up to 10 min.","Thursday","September",19
"electric_bike","member","up to 10 min.","Friday","May",15
"electric_bike","member","up to 10 min.","Wednesday","March",7
"classic_bike","casual","10 to 30 min.","Saturday","September",18
"electric_bike","member","10 to 30 min.","Monday","June",17
"electric_bike","casual","up to 10 min.","Thursday","September",15
"classic_bike","member","10 to 30 min.","Friday","September",10
"classic_bike","member","up to 10 min.","Tuesday","July",20
"classic_bike","member","10 to 30 min.","Friday","July",8
"electric_bike","casual","10 to 30 min.","Thursday","May",18
"electric_bike","member","10 to 30 min.","Wednesday","May",15
"classic_bike","member","10 to 30 min.","Wednesday","September",16
"electric_bike","member","10 to 30 min.","Thursday","April",16
"classic_bike","member","up to 10 min.","Saturday","August",11
"electric_bike","casual","up to 10 min.","Friday","September",22
"classic_bike","member","10 to 30 min.","Friday","June",21
"electric_bike","casual","up to 10 min.","Saturday","April",8
"classic_bike","casual","10 to 30 min.","Sunday","May",19
"classic_bike","member","10 to 30 min.","Tuesday","August",7
"classic_bike","member","up to 10 min.","Tuesday","April",6
"electric_bike","member","10 to 30 min.","Tuesday","May",16
"classic_bike","casual","10 to 30 min.","Thursday","December",17
"classic_bike","member","up to 10 min.","Monday","May",13
"electric_bike","casual","10 to 30 min.","Thursday","October",16
"electric_bike","casual","up to 10 min.","Monday","January",17
"classic_bike","member","up to 10 min.","Tuesday","September",13
"classic_bike","casual","10 to 30 min.","Sunday","April",15
"electric_bike","member","10 to 30 min.","Saturday","October",3
"classic_bike","member","up to 10 min.","Wednesday","March",11
"classic_bike","casual","up to 10 min.","Sunday","August",0
"electric_bike","member","up to 10 min.","Wednesday","February",13
"electric_bike","member","up to 10 min.","Sunday","December",17
"classic_bike","casual","up to 10 min.","Monday","June",7
"electric_bike","member","up to 10 min.","Thursday","January",13
"classic_bike","casual","over 60 min.","Wednesday","August",7
"electric_bike","member","up to 10 min.","Saturday","December",4
"electric_bike","casual","up to 10 min.","Saturday","August",23
"electric_bike","member","10 to 30 min.","Monday","July",9
"classic_bike","casual","over 60 min.","Saturday","September",17
"electric_bike","member","up to 10 min.","Sunday","June",22
"classic_bike","casual","10 to 30 min.","Sunday","May",0
"electric_bike","member","10 to 30 min.","Tuesday","July",18
"electric_bike","member","10 to 30 min.","Wednesday","January",11
"classic_bike","member","10 to 30 min.","Tuesday","June",17
"classic_bike","member","10 to 30 min.","Thursday","February",8
"classic_bike","casual","up to 10 min.","Monday","November",18
"electric_bike","casual","30 to 60 min.","Saturday","October",13
"electric_bike","member","up to 10 min.","Friday","May",13
"electric_bike","member","up to 10 min.","Wednesday","July",16
"classic_bike","member","10 to 30 min.","Saturday","October",14
"electric_bike","member","up to 10 min.","Thursday","August",7
"electric_bike","member","10 to 30 min.","Friday","March",21
"classic_bike","member","up to 10 min.","Tuesday","September",7
"classic_bike","member","10 to 30 min.","Thursday","October",5
"electric_bike","casual","up to 10 min.","Sunday","September",16
"electric_bike","casual","up to 10 min.","Monday","February",22
"classic_bike","casual","10 to 30 min.","Thursday","June",11
"electric_scooter","member","10 to 30 min.","Wednesday","September",17
"electric_bike","member","up to 10 min.","Saturday","May",21
"classic_bike","member","up to 10 min.","Thursday","May",7
"classic_bike","member","up to 10 min.","Friday","February",19
"electric_bike","casual","10 to 30 min.","Saturday","May",13
"electric_bike","member","up to 10 min.","Sunday","June",17
"electric_bike","casual","up to 10 min.","Monday","May",18
"classic_bike","member","up to 10 min.","Monday","June",7
"classic_bike","member","10 to 30 min.","Thursday","October",17
"electric_bike","member","up to 10 min.","Friday","May",13
"electric_bike","casual","up to 10 min.","Saturday","September",19
"electric_bike","casual","10 to 30 min.","Tuesday","September",19
"classic_bike","casual","30 to 60 min.","Saturday","August",14
"electric_scooter","member","up to 10 min.","Friday","September",7
"electric_bike","member","10 to 30 min.","Wednesday","February",17
"electric_bike","member","up to 10 min.","Sunday","July",16
"electric_bike","member","up to 10 min.","Saturday","September",10
"classic_bike","member","10 to 30 min.","Sunday","June",13
"electric_bike","member","10 to 30 min.","Friday","May",15
"electric_bike","member","10 to 30 min.","Friday","October",7
"classic_bike","casual","10 to 30 min.","Tuesday","February",12
"classic_bike","casual","10 to 30 min.","Wednesday","April",17
"electric_bike","casual","10 to 30 min.","Saturday","September",9
"classic_bike","casual","up to 10 min.","Tuesday","August",19
"electric_bike","member","10 to 30 min.","Sunday","August",17
"classic_bike","casual","10 to 30 min.","Friday","June",11
"electric_bike","casual","10 to 30 min.","Saturday","April",15
"electric_bike","casual","up to 10 min.","Friday","February",11
"classic_bike","member","30 to 60 min.","Sunday","August",12
"electric_bike","member","up to 10 min.","Sunday","December",15
"classic_bike","member","10 to 30 min.","Wednesday","June",17
"electric_bike","casual","up to 10 min.","Saturday","June",7
"classic_bike","member","up to 10 min.","Sunday","October",15
"classic_bike","member","10 to 30 min.","Monday","March",18
"electric_bike","member","10 to 30 min.","Tuesday","December",10
"electric_bike","casual","10 to 30 min.","Tuesday","September",22
"classic_bike","casual","up to 10 min.","Sunday","September",20
"classic_bike","casual","up to 10 min.","Monday","March",20
"electric_bike","casual","30 to 60 min.","Sunday","July",14
"electric_bike","member","up to 10 min.","Sunday","February",16
"electric_bike","member","up to 10 min.","Thursday","May",15
"electric_bike","member","up to 10 min.","Tuesday","September",15
"electric_bike","casual","10 to 30 min.","Sunday","December",14
"classic_bike","member","10 to 30 min.","Tuesday","October",11
"classic_bike","member","up to 10 min.","Monday","September",15
"electric_bike","member","up to 10 min.","Thursday","February",11
"electric_bike","casual","up to 10 min.","Thursday","August",0
"electric_bike","member","30 to 60 min.","Monday","September",18
"electric_bike","member","10 to 30 min.","Wednesday","February",22
"classic_bike","member","10 to 30 min.","Wednesday","October",12
"classic_bike","casual","10 to 30 min.","Sunday","November",1
"electric_bike","member","10 to 30 min.","Sunday","September",15
"classic_bike","member","up to 10 min.","Wednesday","September",8
"classic_bike","casual","10 to 30 min.","Thursday","July",22
"electric_bike","casual","10 to 30 min.","Thursday","July",2
"classic_bike","member","up to 10 min.","Sunday","May",18
"electric_bike","member","up to 10 min.","Wednesday","June",17
"electric_bike","member","up to 10 min.","Tuesday","October",7
"classic_bike","casual","up to 10 min.","Thursday","September",16
"classic_bike","member","10 to 30 min.","Monday","August",12
"classic_bike","member","up to 10 min.","Thursday","June",17
"classic_bike","member","10 to 30 min.","Wednesday","March",13
"electric_bike","member","10 to 30 min.","Saturday","August",0
"classic_bike","member","10 to 30 min.","Friday","May",18
"electric_bike","member","up to 10 min.","Monday","November",17
"electric_bike","member","up to 10 min.","Wednesday","April",17
"electric_bike","member","up to 10 min.","Sunday","September",16
"electric_bike","casual","up to 10 min.","Wednesday","November",22
"classic_bike","member","up to 10 min.","Saturday","March",9
"electric_bike","member","up to 10 min.","Saturday","March",17
"electric_scooter","member","up to 10 min.","Saturday","September",8
"electric_bike","casual","10 to 30 min.","Thursday","April",0
"electric_bike","member","10 to 30 min.","Friday","April",18
"electric_bike","member","10 to 30 min.","Sunday","December",19
"electric_bike","member","10 to 30 min.","Friday","April",15
"electric_bike","member","up to 10 min.","Monday","July",21
"electric_bike","member","10 to 30 min.","Saturday","September",12
"electric_bike","member","up to 10 min.","Sunday","October",17
"electric_bike","member","up to 10 min.","Tuesday","July",17
"electric_bike","casual","10 to 30 min.","Wednesday","August",9
"classic_bike","member","30 to 60 min.","Wednesday","July",19
"electric_bike","member","up to 10 min.","Tuesday","March",13
"electric_bike","casual","up to 10 min.","Sunday","March",11
"electric_bike","casual","10 to 30 min.","Wednesday","March",14
"classic_bike","member","30 to 60 min.","Sunday","April",14
"electric_bike","member","up to 10 min.","Thursday","March",10
"classic_bike","casual","10 to 30 min.","Sunday","August",16
"electric_bike","casual","10 to 30 min.","Saturday","June",5
"electric_bike","member","over 60 min.","Thursday","April",16
"classic_bike","member","10 to 30 min.","Sunday","April",16
"electric_bike","member","up to 10 min.","Friday","September",19
"electric_bike","member","10 to 30 min.","Tuesday","August",18
"classic_bike","casual","10 to 30 min.","Sunday","May",20
"electric_bike","member","up to 10 min.","Saturday","March",11
"electric_bike","casual","up to 10 min.","Tuesday","August",7
"electric_bike","casual","10 to 30 min.","Sunday","September",15
"classic_bike","member","up to 10 min.","Monday","March",11
"electric_bike","member","30 to 60 min.","Wednesday","July",15
"electric_bike","member","10 to 30 min.","Friday","September",8
"electric_bike","casual","10 to 30 min.","Friday","July",9
"electric_bike","member","10 to 30 min.","Wednesday","January",8
"classic_bike","member","up to 10 min.","Tuesday","July",17
"electric_bike","member","up to 10 min.","Monday","September",21
"classic_bike","member","up to 10 min.","Monday","August",14
"electric_bike","casual","10 to 30 min.","Sunday","August",22
"electric_bike","casual","30 to 60 min.","Monday","October",10
"classic_bike","member","10 to 30 min.","Friday","October",18
"classic_bike","member","up to 10 min.","Wednesday","July",7
"electric_bike","member","10 to 30 min.","Monday","July",11
"classic_bike","casual","10 to 30 min.","Friday","June",16
"electric_bike","casual","up to 10 min.","Friday","August",16
"classic_bike","member","up to 10 min.","Wednesday","January",13
"classic_bike","casual","up to 10 min.","Friday","May",17
"classic_bike","member","up to 10 min.","Wednesday","October",21
"classic_bike","member","up to 10 min.","Friday","April",19
"electric_bike","member","up to 10 min.","Monday","May",18
"electric_bike","member","up to 10 min.","Saturday","March",16
"electric_bike","member","up to 10 min.","Saturday","May",13
"classic_bike","member","up to 10 min.","Sunday","April",14
"electric_bike","member","up to 10 min.","Sunday","August",1
"electric_bike","member","10 to 30 min.","Wednesday","October",8
"classic_bike","casual","over 60 min.","Thursday","June",18
"classic_bike","casual","30 to 60 min.","Saturday","September",15
"classic_bike","member","up to 10 min.","Thursday","October",15
"classic_bike","member","up to 10 min.","Wednesday","June",12
"classic_bike","casual","10 to 30 min.","Tuesday","July",16
"electric_bike","member","up to 10 min.","Thursday","August",17
"electric_bike","casual","10 to 30 min.","Monday","September",15
"classic_bike","member","up to 10 min.","Friday","November",11
"electric_bike","member","up to 10 min.","Thursday","April",12
"electric_bike","member","10 to 30 min.","Thursday","May",8
"classic_bike","member","up to 10 min.","Saturday","June",14
"electric_bike","member","10 to 30 min.","Tuesday","June",16
"electric_bike","member","10 to 30 min.","Saturday","July",11
"classic_bike","casual","10 to 30 min.","Saturday","September",11
"classic_bike","member","up to 10 min.","Thursday","August",15
"classic_bike","member","10 to 30 min.","Sunday","November",12
"electric_bike","casual","up to 10 min.","Sunday","September",14
"electric_bike","member","up to 10 min.","Tuesday","April",16
"electric_bike","member","up to 10 min.","Saturday","April",19
"electric_bike","casual","10 to 30 min.","Sunday","June",12
"classic_bike","casual","up to 10 min.","Tuesday","April",16
"electric_bike","member","up to 10 min.","Saturday","August",17
"electric_bike","member","up to 10 min.","Saturday","November",8
"classic_bike","member","10 to 30 min.","Wednesday","July",16
"electric_bike","member","up to 10 min.","Friday","January",18
"electric_bike","member","10 to 30 min.","Friday","July",11
"classic_bike","member","up to 10 min.","Monday","July",14
"electric_bike","casual","10 to 30 min.","Sunday","June",16
"electric_bike","member","10 to 30 min.","Thursday","June",20
"electric_bike","member","up to 10 min.","Tuesday","June",17
"electric_bike","member","up to 10 min.","Monday","May",18
"classic_bike","casual","30 to 60 min.","Tuesday","July",11
"classic_bike","casual","up to 10 min.","Friday","April",10
"electric_bike","member","up to 10 min.","Tuesday","September",17
"electric_bike","member","up to 10 min.","Monday","September",6
"classic_bike","member","up to 10 min.","Friday","May",7
"electric_bike","casual","up to 10 min.","Saturday","July",8
"electric_bike","casual","up to 10 min.","Wednesday","February",21
"classic_bike","member","10 to 30 min.","Friday","January",5
"electric_bike","casual","up to 10 min.","Monday","August",17
"classic_bike","member","up to 10 min.","Sunday","July",20
"electric_bike","member","up to 10 min.","Monday","March",18
"electric_bike","casual","up to 10 min.","Friday","July",19
"classic_bike","member","30 to 60 min.","Sunday","May",16
"electric_bike","member","up to 10 min.","Tuesday","February",13
"electric_bike","member","10 to 30 min.","Monday","May",18
"electric_bike","member","up to 10 min.","Wednesday","December",14
"electric_bike","casual","up to 10 min.","Monday","August",19
"electric_bike","member","10 to 30 min.","Tuesday","April",18
"electric_bike","casual","10 to 30 min.","Friday","August",18
"classic_bike","member","up to 10 min.","Monday","June",16
"electric_bike","member","up to 10 min.","Thursday","May",11
"electric_bike","member","up to 10 min.","Tuesday","August",10
"electric_bike","member","10 to 30 min.","Monday","September",14
"electric_bike","member","up to 10 min.","Wednesday","July",12
"classic_bike","member","10 to 30 min.","Friday","October",22
"classic_bike","member","30 to 60 min.","Saturday","June",7
"electric_bike","member","up to 10 min.","Wednesday","April",7
"classic_bike","casual","10 to 30 min.","Friday","September",15
"electric_bike","casual","up to 10 min.","Tuesday","June",20
"classic_bike","member","up to 10 min.","Thursday","March",17
"electric_bike","member","up to 10 min.","Monday","September",11
"classic_bike","member","up to 10 min.","Friday","February",13
"classic_bike","member","up to 10 min.","Sunday","August",11
"classic_bike","member","10 to 30 min.","Sunday","September",15
"electric_bike","casual","10 to 30 min.","Wednesday","June",13
"electric_bike","member","10 to 30 min.","Thursday","June",17
"classic_bike","casual","30 to 60 min.","Saturday","December",11
"electric_bike","member","up to 10 min.","Saturday","November",9
"electric_bike","member","up to 10 min.","Friday","June",7
"electric_bike","member","10 to 30 min.","Tuesday","May",20
"electric_bike","member","10 to 30 min.","Tuesday","June",8
"electric_bike","casual","30 to 60 min.","Saturday","July",19
"classic_bike","member","10 to 30 min.","Monday","December",22
"classic_bike","casual","10 to 30 min.","Sunday","June",14
"electric_bike","member","10 to 30 min.","Monday","April",7
"electric_bike","member","10 to 30 min.","Monday","July",18
"electric_bike","member","10 to 30 min.","Thursday","September",9
"electric_bike","member","up to 10 min.","Friday","July",13
"electric_bike","member","10 to 30 min.","Monday","October",17
"electric_bike","member","up to 10 min.","Wednesday","December",18
"classic_bike","member","up to 10 min.","Tuesday","November",11
"electric_bike","member","up to 10 min.","Wednesday","February",15
"classic_bike","member","10 to 30 min.","Sunday","August",18
"electric_bike","member","10 to 30 min.","Friday","October",22
"electric_bike","casual","10 to 30 min.","Thursday","July",7
"classic_bike","member","10 to 30 min.","Wednesday","June",11
"classic_bike","casual","up to 10 min.","Monday","October",16
"electric_bike","casual","10 to 30 min.","Monday","June",19
"electric_bike","casual","up to 10 min.","Monday","October",9
"electric_bike","casual","up to 10 min.","Thursday","October",16
"electric_bike","member","10 to 30 min.","Sunday","July",0
"electric_bike","casual","10 to 30 min.","Monday","July",10
"electric_bike","casual","10 to 30 min.","Saturday","June",1
"classic_bike","member","up to 10 min.","Tuesday","May",14
"electric_scooter","casual","up to 10 min.","Friday","September",11
"electric_bike","member","up to 10 min.","Monday","December",5
"electric_bike","member","up to 10 min.","Wednesday","April",0
"electric_bike","casual","up to 10 min.","Saturday","November",23
"classic_bike","casual","30 to 60 min.","Friday","June",13
"classic_bike","member","10 to 30 min.","Thursday","March",22
"electric_bike","member","up to 10 min.","Thursday","September",9
"electric_bike","member","up to 10 min.","Tuesday","April",8
"electric_bike","casual","up to 10 min.","Friday","September",14
"classic_bike","member","10 to 30 min.","Tuesday","September",16
"classic_bike","member","10 to 30 min.","Tuesday","July",10
"electric_bike","casual","10 to 30 min.","Wednesday","July",14
"classic_bike","casual","30 to 60 min.","Saturday","June",17
"electric_bike","casual","up to 10 min.","Monday","May",20
"classic_bike","member","30 to 60 min.","Sunday","June",12
"electric_bike","member","up to 10 min.","Tuesday","May",12
"electric_bike","member","up to 10 min.","Thursday","May",16
"classic_bike","member","10 to 30 min.","Friday","October",15
"electric_bike","member","10 to 30 min.","Thursday","July",18
"electric_scooter","member","up to 10 min.","Wednesday","September",15
"classic_bike","casual","up to 10 min.","Thursday","August",17
"classic_bike","member","up to 10 min.","Thursday","February",15
"electric_bike","member","up to 10 min.","Saturday","June",10
"classic_bike","casual","10 to 30 min.","Monday","September",0
"classic_bike","casual","30 to 60 min.","Friday","October",17
"classic_bike","casual","10 to 30 min.","Monday","July",13
"electric_bike","casual","up to 10 min.","Sunday","July",11
"classic_bike","member","up to 10 min.","Thursday","July",18
"electric_bike","member","up to 10 min.","Monday","June",8
"classic_bike","member","10 to 30 min.","Wednesday","May",11
"classic_bike","casual","10 to 30 min.","Tuesday","May",16
"classic_bike","member","up to 10 min.","Saturday","July",17
"classic_bike","member","10 to 30 min.","Monday","October",15
"classic_bike","member","up to 10 min.","Tuesday","September",9
"electric_scooter","casual","up to 10 min.","Tuesday","September",16
"classic_bike","casual","10 to 30 min.","Friday","August",6
"classic_bike","member","up to 10 min.","Monday","May",19
"electric_bike","casual","10 to 30 min.","Wednesday","September",8
"classic_bike","member","up to 10 min.","Thursday","February",15
"electric_bike","casual","up to 10 min.","Saturday","July",20
"classic_bike","casual","10 to 30 min.","Saturday","May",11
"classic_bike","member","30 to 60 min.","Monday","May",16
"classic_bike","member","10 to 30 min.","Thursday","August",16
"classic_bike","member","up to 10 min.","Friday","February",13
"classic_bike","member","30 to 60 min.","Sunday","June",8
"electric_bike","member","up to 10 min.","Friday","July",7
"classic_bike","member","up to 10 min.","Friday","November",18
"electric_bike","casual","up to 10 min.","Friday","August",10
"classic_bike","member","10 to 30 min.","Saturday","May",17
"classic_bike","member","up to 10 min.","Tuesday","January",23
"classic_bike","casual","10 to 30 min.","Saturday","August",13
"electric_bike","member","10 to 30 min.","Wednesday","June",17
"electric_bike","member","10 to 30 min.","Thursday","November",17
"electric_bike","member","up to 10 min.","Tuesday","October",16
"electric_bike","member","up to 10 min.","Thursday","September",19
"classic_bike","casual","up to 10 min.","Saturday","December",15
"electric_bike","casual","up to 10 min.","Sunday","July",16
"classic_bike","casual","up to 10 min.","Thursday","June",21
"electric_bike","member","up to 10 min.","Monday","March",16
"electric_bike","casual","10 to 30 min.","Saturday","September",20
"electric_bike","casual","30 to 60 min.","Friday","November",10
"electric_bike","member","up to 10 min.","Sunday","December",12
"classic_bike","member","up to 10 min.","Friday","February",8
"classic_bike","casual","10 to 30 min.","Saturday","May",14
"electric_bike","member","up to 10 min.","Friday","February",12
"classic_bike","member","10 to 30 min.","Monday","August",17
"classic_bike","member","up to 10 min.","Tuesday","November",17
"classic_bike","member","10 to 30 min.","Monday","April",13
"electric_bike","member","up to 10 min.","Wednesday","July",16
"classic_bike","member","up to 10 min.","Saturday","April",13
"classic_bike","casual","up to 10 min.","Monday","July",17
"classic_bike","casual","up to 10 min.","Monday","September",17
"electric_bike","casual","10 to 30 min.","Tuesday","October",21
"electric_bike","member","10 to 30 min.","Thursday","June",21
"electric_bike","member","up to 10 min.","Thursday","June",8
"electric_bike","member","up to 10 min.","Tuesday","October",7
"classic_bike","member","up to 10 min.","Monday","July",7
"electric_bike","member","up to 10 min.","Sunday","June",18
"electric_bike","member","10 to 30 min.","Wednesday","April",8
"classic_bike","casual","up to 10 min.","Sunday","October",15
"classic_bike","member","up to 10 min.","Monday","December",11
"electric_bike","casual","30 to 60 min.","Tuesday","June",12
"classic_bike","member","10 to 30 min.","Monday","February",16
"electric_bike","member","up to 10 min.","Saturday","June",0
"classic_bike","member","10 to 30 min.","Wednesday","May",18
"electric_bike","casual","up to 10 min.","Friday","October",18
"classic_bike","casual","up to 10 min.","Wednesday","December",9
"classic_bike","member","10 to 30 min.","Thursday","September",16
"classic_bike","member","10 to 30 min.","Thursday","September",19
"classic_bike","member","up to 10 min.","Tuesday","August",16
"electric_bike","casual","10 to 30 min.","Wednesday","May",14
"classic_bike","member","30 to 60 min.","Wednesday","November",21
"classic_bike","casual","30 to 60 min.","Monday","April",15
"classic_bike","member","up to 10 min.","Sunday","September",17
"classic_bike","member","10 to 30 min.","Friday","September",16
"classic_bike","casual","over 60 min.","Saturday","August",11
"electric_bike","member","up to 10 min.","Tuesday","May",8
"classic_bike","member","10 to 30 min.","Thursday","October",6
"classic_bike","casual","10 to 30 min.","Friday","March",17
"electric_bike","member","10 to 30 min.","Wednesday","August",17
"classic_bike","member","10 to 30 min.","Friday","March",20
"electric_bike","casual","10 to 30 min.","Tuesday","August",22
"classic_bike","casual","10 to 30 min.","Tuesday","February",19
"electric_scooter","casual","up to 10 min.","Sunday","September",15
"classic_bike","member","10 to 30 min.","Sunday","October",17
"classic_bike","member","up to 10 min.","Tuesday","March",8
"electric_bike","casual","up to 10 min.","Tuesday","October",19
"classic_bike","member","10 to 30 min.","Sunday","August",15
"classic_bike","member","up to 10 min.","Thursday","November",10
"classic_bike","casual","10 to 30 min.","Thursday","May",16
"electric_bike","member","10 to 30 min.","Thursday","September",6
"classic_bike","member","10 to 30 min.","Tuesday","October",18
"classic_bike","member","10 to 30 min.","Tuesday","November",7
"electric_bike","casual","10 to 30 min.","Friday","July",16
"electric_bike","member","up to 10 min.","Thursday","August",7
"electric_bike","member","10 to 30 min.","Friday","May",12
"classic_bike","member","30 to 60 min.","Monday","May",19
"classic_bike","member","up to 10 min.","Wednesday","March",17
"classic_bike","member","up to 10 min.","Thursday","May",8
"electric_bike","member","up to 10 min.","Friday","August",19
"classic_bike","member","up to 10 min.","Monday","September",10
"electric_bike","member","up to 10 min.","Wednesday","March",8
"classic_bike","member","up to 10 min.","Saturday","July",23
"electric_bike","member","up to 10 min.","Monday","January",4
"electric_bike","member","up to 10 min.","Wednesday","October",17
"electric_bike","member","up to 10 min.","Saturday","December",16
"electric_bike","member","10 to 30 min.","Friday","June",6
"electric_bike","member","10 to 30 min.","Sunday","November",15
"electric_bike","casual","up to 10 min.","Friday","August",15
"classic_bike","member","up to 10 min.","Saturday","May",14
"electric_bike","member","10 to 30 min.","Wednesday","February",7
"electric_bike","member","up to 10 min.","Monday","April",14
"classic_bike","member","30 to 60 min.","Saturday","May",15
"classic_bike","member","up to 10 min.","Wednesday","August",13
"electric_bike","casual","10 to 30 min.","Sunday","June",12
"electric_bike","member","up to 10 min.","Thursday","August",15
"classic_bike","casual","10 to 30 min.","Saturday","June",7
"electric_bike","member","30 to 60 min.","Friday","August",20
"electric_bike","casual","10 to 30 min.","Thursday","October",14
"electric_bike","member","10 to 30 min.","Monday","March",12
"electric_bike","casual","10 to 30 min.","Sunday","April",18
"classic_bike","casual","up to 10 min.","Wednesday","August",17
"electric_bike","member","up to 10 min.","Wednesday","September",10
"classic_bike","casual","10 to 30 min.","Friday","October",16
"electric_bike","member","up to 10 min.","Friday","February",17
"electric_bike","member","up to 10 min.","Tuesday","August",15
"classic_bike","member","up to 10 min.","Thursday","October",9
"electric_bike","casual","10 to 30 min.","Monday","July",10
"classic_bike","casual","10 to 30 min.","Friday","May",17
"electric_bike","member","up to 10 min.","Saturday","February",14
"electric_bike","member","up to 10 min.","Friday","August",22
"classic_bike","member","30 to 60 min.","Saturday","August",17
"electric_bike","member","up to 10 min.","Friday","August",16
"classic_bike","casual","10 to 30 min.","Tuesday","October",10
"classic_bike","member","30 to 60 min.","Thursday","May",22
"classic_bike","member","up to 10 min.","Thursday","November",18
"classic_bike","casual","10 to 30 min.","Monday","March",16
"classic_bike","casual","10 to 30 min.","Saturday","July",8
"electric_bike","casual","10 to 30 min.","Tuesday","May",7
"classic_bike","member","up to 10 min.","Thursday","September",8
"classic_bike","member","up to 10 min.","Sunday","July",11
"classic_bike","member","30 to 60 min.","Thursday","June",10
"electric_bike","member","up to 10 min.","Friday","August",14
"classic_bike","member","10 to 30 min.","Wednesday","February",17
"electric_bike","casual","up to 10 min.","Tuesday","February",14
"electric_bike","casual","up to 10 min.","Saturday","May",12
"electric_bike","casual","10 to 30 min.","Friday","July",15
"electric_bike","casual","up to 10 min.","Sunday","April",1
"classic_bike","member","10 to 30 min.","Saturday","June",9
"classic_bike","casual","up to 10 min.","Tuesday","August",22
"electric_bike","member","up to 10 min.","Tuesday","August",6
"electric_bike","casual","10 to 30 min.","Sunday","December",13
"electric_bike","member","up to 10 min.","Wednesday","October",10
"classic_bike","member","10 to 30 min.","Saturday","September",19
"electric_bike","member","up to 10 min.","Friday","September",9
"classic_bike","member","up to 10 min.","Friday","March",15
"classic_bike","member","up to 10 min.","Thursday","December",17
"electric_bike","member","up to 10 min.","Friday","March",21
"classic_bike","member","10 to 30 min.","Thursday","May",18
"electric_bike","casual","up to 10 min.","Saturday","April",17
"electric_bike","casual","up to 10 min.","Saturday","July",20
"classic_bike","casual","10 to 30 min.","Sunday","July",20
"classic_bike","member","up to 10 min.","Friday","April",7
"classic_bike","member","up to 10 min.","Saturday","July",16
"electric_bike","member","up to 10 min.","Wednesday","August",7
"electric_bike","casual","up to 10 min.","Sunday","July",14
"electric_bike","casual","10 to 30 min.","Thursday","September",19
"classic_bike","casual","10 to 30 min.","Friday","September",6
"electric_bike","casual","30 to 60 min.","Friday","August",18
"classic_bike","member","up to 10 min.","Friday","June",18
"classic_bike","member","up to 10 min.","Sunday","September",18
"classic_bike","member","over 60 min.","Saturday","August",8
"electric_bike","casual","10 to 30 min.","Tuesday","July",6
